Player1,Player2,A_avg,B_avg,A_std,B_std
GrimTrigger,TitForTwoTats,1.0,1.0,0.0,0.0
GrimTrigger,AlwaysCooperate,5.0,0.0,0.0,0.0
GrimTrigger,MostlyCooperate,4.217733333333333,0.1955666666666667,0.09670215440550774,0.024175538601376945
GrimTrigger,AlwaysDefect,1.0,1.0,0.0,0.0
GrimTrigger,MostlyDefect,1.8090666666666666,0.7977333333333334,0.08809853069779944,0.02202463267444986
GrimTrigger,Random,2.9954666666666667,0.5011333333333333,0.1151959875844448,0.028798996896111196
GrimTrigger,GrimTrigger,1.0,1.0,0.0,0.0
GrimTrigger,Mirror,1.0133333333333334,0.9966666666666667,0.0,0.0
Mirror,TitForTat,3.0,3.0,0.0,0.0
Mirror,TitForTwoTats,0.9966666666666667,1.0133333333333334,0.0,0.0
Mirror,AlwaysCooperate,3.0,3.0,0.0,0.0
Mirror,MostlyCooperate,2.7577666666666665,2.7597666666666667,0.03649978690957583,0.03627749531964225
Mirror,AlwaysDefect,0.9966666666666667,1.0133333333333334,0.0,0.0
Mirror,MostlyDefect,1.5541,1.5667666666666669,0.05895733862529564,0.0590808391575099
Mirror,Random,2.2482666666666664,2.256266666666667,0.06337451292821818,0.0628583592955888
Mirror,GrimTrigger,0.9966666666666667,1.0133333333333334,0.0,0.0
Mirror,Mirror,3.0,3.0,0.0,0.0
